Small Unit Installation Postcode,Previous Years (2001-2015) - Installations Quantity,Previous Years (2001-2015) - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4374,53,272.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.4,0,0,0,0,0,0,0,0,1,7.44,2,6.94,0,0,1,11.88,0,0,0,0,1,1.6,0,0,1,6.21,61,323.026
4375,25,100.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,106.6
4376,44,239.06,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.64,0,0,0,0,0,0,1,99.76,0,0,0,0,1,6.095,0,0,48,351.555
4377,86,463.682,0,0,1,6,0,0,2,8,1,7,1,5.2,0,0,1,3.24,0,0,0,0,1,5.98,0,0,0,0,1,3.025,0,0,0,0,0,0,0,0,1,15.3,2,8.32,0,0,3,24.11,0,0,0,0,100,549.857
4378,70,224.058,1,2.4,0,0,0,0,3,7.5,1,5.5,0,0,1,5.98,0,0,2,7,0,0,3,17.94,0,0,0,0,1,1.74,1,2.9,0,0,1,5.2,1,5.1,0,0,0,0,1,3.48,0,0,0,0,1,3.12,87,291.918
4380,996,"3,589.51",0,0,8,109.155,6,45.8,2,8.28,2,11,7,47.48,3,37.54,4,13.36,9,35.14,12,43.77,8,32.74,5,23.52,2,34.1,9,40.28,3,16.405,7,33.865,12,61.87,8,54.46,11,63.085,8,72.48,5,33.67,4,32.615,4,45.87,7,68.62,1142,4554.61
4381,83,329.246,0,0,1,3,0,0,0,0,0,0,0,0,2,4.88,0,0,1,6,0,0,0,0,1,15.08,0,0,0,0,0,0,1,3.3,0,0,0,0,0,0,2,5.2,1,5.22,2,10.6,1,5.22,0,0,95,387.746
4382,78,327,0,0,0,0,1,24.96,0,0,1,3.3,0,0,1,3,0,0,0,0,0,0,1,10.4,0,0,0,0,2,14.44,0,0,1,5.72,0,0,2,22.6,0,0,0,0,0,0,0,0,0,0,0,0,87,411.42
4383,77,236.081,0,0,3,9.85,1,5.5,1,3.18,3,12.1,0,0,2,5.94,2,8.64,2,9,0,0,0,0,1,3,1,3,1,3.06,0,0,1,5.5,0,0,3,14.22,1,3.5,0,0,0,0,1,3.445,1,3.15,0,0,101,329.166
4384,1,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.28
4385,111,387.719,0,0,1,3.06,0,0,2,15.7,1,3.5,2,11.36,0,0,3,49.92,4,15.24,2,27.12,2,8.18,4,32.24,0,0,1,10.64,3,13.13,2,7.64,0,0,0,0,1,3.24,2,11.61,4,23.9,1,5.4,0,0,0,0,146,629.599
4387,114,721.067,1,17,0,0,5,21.42,6,49.4,1,5.2,1,5,0,0,3,31.79,5,41.08,1,3.12,0,0,1,5.72,1,3.975,0,0,0,0,0,0,0,0,0,0,3,33.52,1,12.96,0,0,0,0,0,0,1,5.94,144,957.192
4388,61,261.885,0,0,0,0,0,0,2,9.075,0,0,0,0,0,0,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0,0,0,0,65,283.96
4390,582,"2,500.95",2,11.1,1,6.24,5,21.72,2,10.4,5,24.18,3,19.36,3,19.04,6,50.24,7,65.55,5,77.88,1,5.72,3,8.4,0,0,0,0,0,0,6,32.92,3,20.2,1,5,9,101.79,1,6.36,5,51.94,4,17.895,4,22.835,1,5.94,659,3085.66
4400,257,850.726,0,0,2,11.62,0,0,1,5.61,0,0,0,0,1,2.7,1,5.98,0,0,0,0,2,9.4,2,11.37,0,0,4,22.48,2,12.08,2,9.36,5,27.105,10,54.57,3,15.34,3,14.73,2,11.84,2,12.72,3,16.81,1,6.6,303,1101.041
4401,551,"1,759.15",2,9.04,4,13.56,2,5.35,5,48.24,5,43.55,6,77.1,4,8.58,1,5.2,1,4.42,3,27.94,2,9.745,1,10.07,2,7.16,3,36.4,1,8.25,4,18.91,8,42.82,2,11.66,6,27.15,3,14.695,4,38.88,1,5.88,3,18.66,3,22.2,627,2274.606
4402,39,132.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.35,0,0,0,0,1,0.78,0,0,0,0,0,0,0,0,0,0,0,0,1,5.67,0,0,0,0,0,0,1,5.5,2,9.03,1,4.16,46,158.645
4403,99,442.6,0,0,0,0,0,0,1,10,0,0,0,0,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,5.72,1,3.18,1,1.5,0,0,106,474.5
4404,43,199.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,0,0,0,0,1,6.6,0,0,46,218.268
4405,"1,121","4,279.97",9,30.345,4,20.37,3,21.96,4,21.2,13,93.26,4,17.2,4,21.22,2,11.1,11,57.42,13,66.82,13,63.72,17,115.425,5,43.35,9,53.21,5,21.93,12,62.89,16,223.6,13,136.685,8,58.16,12,106.77,10,104.16,8,69.47,19,148.305,10,101.02,1345,5949.555
4406,113,446.4,0,0,1,11,0,0,3,13.93,0,0,3,9,0,0,3,17.44,0,0,1,6.12,1,4.08,0,0,1,6.12,3,15.85,0,0,0,0,2,11.76,2,3.36,3,17.06,1,3.12,1,5.4,1,6.55,1,5.2,2,44.82,142,627.21
4407,41,162.425,0,0,0,0,1,3.06,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3,31.86,0,0,0,0,2,12.57,0,0,2,17.93,1,6.24,52,245.085
4408,76,218.016,0,0,1,4.5,1,2.6,0,0,0,0,0,0,1,2.34,0,0,0,0,0,0,3,2.48,3,6.1,0,0,0,0,1,3.12,0,0,3,7.75,2,4.42,0,0,2,3.86,3,3,2,2.75,2,6.38,3,9.24,103,276.556
4410,164,569.861,3,12.73,0,0,0,0,1,5,1,2.6,1,4,0,0,1,6.12,1,4.16,2,8.5,1,5.3,0,0,1,5.5,1,2.08,1,1.04,0,0,1,3.24,1,10.26,1,10.26,1,5.4,0,0,0,0,4,18.51,0,0,186,674.561
4411,37,131.18,0,0,1,6.24,0,0,1,5.1,0,0,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,0,0,0,0,0,0,1,6.48,0,0,1,6.48,0,0,1,6.6,0,0,44,171.68
4412,26,87.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.94,0,0,0,0,0,0,1,6.89,0,0,0,0,0,0,1,7.2,0,0,0,0,0,0,29,106.185
4413,575,"1,723.25",2,0.955,4,17.5,2,6.12,3,10.4,6,29.19,7,16.24,4,22.79,7,31.76,0,0,0,0,3,17.1,7,27.93,2,11.4,4,112.18,10,234.33,5,114.68,7,105.09,4,17.32,9,51.58,7,30.54,4,14.78,9,65.13,12,62.905,7,39.83,700,2763.003
4415,179,586.011,0,0,4,37.44,1,21.84,1,3.12,1,5,0,0,1,2.565,0,0,2,8.8,0,0,1,5,1,2.08,0,0,2,17.75,1,25.38,5,54.75,4,21.61,2,46.98,0,0,1,34.56,2,17.28,1,5.2,1,6.48,2,8.64,212,910.486
4416,35,129.435,0,0,0,0,0,0,0,0,0,0,1,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,1,6.48,0,0,0,0,1,6.48,1,5.94,0,0,40,158.805
4417,85,284.765,2,34.68,0,0,0,0,0,0,0,0,0,0,1,5.72,1,6.12,2,10.96,3,14.34,0,0,1,3.12,0,0,0,0,2,8.98,3,15.12,3,14.05,1,6.48,2,18.36,2,9.3,1,11.88,0,0,1,6.89,0,0,110,450.765
4418,9,18.513,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,1,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.32,0,0,0,0,0,0,0,0,0,0,0,0,12,33.963
4419,84,262.963,0,0,0,0,2,19.26,0,0,0,0,0,0,0,0,1,7.56,1,1.56,6,25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.52,1,10.24,0,0,1,4.32,1,5.94,0,0,0,0,99,357.723
4420,97,353.61,0,0,1,5.72,1,3.25,6,26.11,1,6,3,22.24,1,4.24,0,0,2,8,1,5.98,6,40.94,6,39.86,0,0,0,0,2,18.285,0,0,1,7.42,1,6.48,0,0,0,0,2,18.36,1,6.6,2,17.05,3,15.66,137,605.805
4421,139,423.015,3,15.25,4,16.5,0,0,1,3,3,32.46,1,5.2,7,31.48,2,9.48,5,17.12,4,30.81,0,0,1,5,3,13.8,3,11.87,0,0,2,31.86,4,64.18,0,0,2,6.78,2,21.52,3,10.26,4,29.09,4,21.7,5,25.41,202,825.785
4422,43,158.002,0,0,1,11,1,3.6,0,0,0,0,1,5,0,0,0,0,3,19.48,0,0,0,0,0,0,0,0,0,0,5,39.96,0,0,0,0,0,0,1,5.4,0,0,0,0,1,12,0,0,0,0,56,254.442
4423,9,24.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.7,0,0,1,12.19,0,0,0,0,0,0,0,0,1,5.6,0,0,0,0,1,7.56,0,0,0,0,0,0,0,0,1,6.48,0,0,15,67.4
4424,17,55.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26.52,0,0,0,0,1,5.1,1,3.78,0,0,0,0,1,3.64,1,3.12,0,0,0,0,0,0,1,6.24,25,103.743
4425,10,33.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,0,0,1,5.83,0,0,0,0,0,0,1,6.48,1,8.7,0,0,0,0,0,0,14,60.133
4426,4,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.86,0,0,0,0,0,0,0,0,0,0,0,0,5,20.28
4427,56,167.997,0,0,0,0,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48,0,0,0,0,1,3.12,2,6.36,1,4.16,0,0,0,0,0,0,0,0,62,198.517
4428,104,245.95,0,0,2,11.44,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,12.24,0,0,1,2,0,0,0,0,0,0,2,11.68,2,30.96,1,6,0,0,1,6.48,0,0,0,0,0,0,115,344.75
4454,110,375.46,1,8.32,1,99.84,1,6.24,0,0,1,6,3,10.42,2,5.34,1,2.34,1,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,2.24,0,0,0,0,2,22.68,0,0,2,13.75,1,8.1,129,568.73
4455,947,"2,651.09",4,24.1,0,0,4,18.2,7,23.86,8,38.54,1,5.2,6,45.7,8,21.94,4,20.9,4,16.02,26,181.12,1,95.4,2,22.26,4,16.545,7,42.78,10,52.075,4,55.62,13,149.665,10,116.36,8,65.64,8,173.56,1,9.9,12,68.4,0,0,1099,3914.874
4461,3,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,10.08,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29.24
4462,8,12.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12.53
4465,213,652.76,1,8.32,3,21.6,3,17.12,4,16.8,0,0,1,6.24,0,0,2,8.85,0,0,2,7.75,1,3.57,0,0,0,0,1,5,0,0,3,25.54,1,4.16,3,13.27,4,22.68,1,10.8,0,0,0,0,1,5.94,1,5.4,245,835.8
4467,27,79.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3,0,0,30,91.42
4468,46,165.1,0,0,0,0,1,12.72,0,0,0,0,1,6.095,0,0,0,0,0,0,2,13.74,1,11.7,0,0,0,0,0,0,2,20.245,0,0,4,32.05,1,6.36,0,0,1,6.625,0,0,0,0,0,0,0,0,59,274.635
4470,286,"1,218.54",0,0,12,95.92,3,15.96,3,21,10,53.935,3,21.37,4,23.37,5,23.25,4,55.95,5,17.6,2,10.6,0,0,0,0,2,13.115,2,9.12,4,19.275,3,33.825,0,0,0,0,3,25.26,3,44.63,1,6.48,0,0,3,15.3,358,1724.5
4472,108,411.955,0,0,0,0,0,0,0,0,0,0,3,22.56,1,5.83,6,38.6,2,11.2,3,17.49,0,0,0,0,0,0,1,5.4,0,0,3,28.94,2,37.26,5,37.985,2,14.52,0,0,0,0,3,17.82,0,0,0,0,139,649.56
4474,1,3.05,0,0,0,0,0,0,2,15.9,0,0,0,0,1,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31.14
4475,0,0,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.4
4477,53,237.748,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0,4,47.56,0,0,0,0,0,0,3,22.69,1,3.12,0,0,8,37.24,0,0,2,17.49,0,0,0,0,1,32.4,1,5.72,0,0,74,409.168
4478,47,236.99,0,0,1,3.12,0,0,0,0,0,0,0,0,4,48.84,0,0,1,5.94,0,0,1,3.12,2,16.2,2,112.15,0,0,1,10.26,1,8,0,0,2,5.5,2,20.405,0,0,0,0,0,0,0,0,0,0,64,470.525
4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0,0,0,0,0,0,2,14.08
4480,45,204.33,2,9.36,0,0,1,4.68,1,10.4,0,0,1,7.42,2,9.01,1,5.94,0,0,5,29.42,0,0,0,0,0,0,2,6.63,1,5.5,1,6.48,0,0,6,33.74,3,12.48,1,3.12,0,0,0,0,0,0,0,0,72,348.51
4481,2,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29.43,0,0,0,0,1,10.4,0,0,0,0,2,10.8,0,0,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,98.87
4482,5,37.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37.815
4486,67,298.515,0,0,0,0,2,13.86,0,0,1,1.06,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,2,18.08,3,20.87,0,0,0,0,0,0,0,0,1,5.5,0,0,1,4.2,0,0,0,0,80,374.085
4487,276,"1,345.91",2,8.68,2,9.69,1,5.98,4,45.5,3,18.62,1,13.78,1,1.6,7,34.12,3,17.22,3,15.9,1,5.2,2,12.48,1,5.3,6,26.85,1,6.48,5,35.44,1,5.4,0,0,3,23.625,0,0,2,16.74,2,11.3,7,53.245,1,10.6,335,1729.655
4488,36,120.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,37,125.77
4489,5,17.58,0,0,0,0,0,0,0,0,0,0,0,0,1,5.94,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,3,16.78,0,0,0,0,0,0,0,0,0,0,1,8.12,0,0,0,0,0,0,11,53.62
4490,168,671.481,3,12,1,6.12,2,7,0,0,5,22.08,0,0,1,5.94,1,3.24,2,16.58,2,5.25,1,1.52,0,0,1,10.4,3,18.36,2,8.32,6,27.825,2,6.76,1,5.98,0,0,1,6.48,0,0,3,14.82,1,5.13,0,0,206,855.286
4491,15,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44.25
4492,28,131.904,0,0,0,0,0,0,0,0,2,15.7,0,0,1,6.24,0,0,0,0,1,5.5,0,0,0,0,0,0,0,0,1,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.3,0,0,34,197.204
4493,2,8.72,0,0,0,0,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.02
4494,18,79.05,0,0,1,6.36,0,0,0,0,2,29.68,0,0,1,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,24,137.98
4496,27,128.94,0,0,0,0,0,0,1,6.24,0,0,0,0,0,0,1,6.24,0,0,1,5.3,0,0,0,0,0,0,1,8.64,0,0,0,0,0,0,0,0,1,4.95,0,0,0,0,0,0,0,0,0,0,32,160.31
4497,25,102.78,0,0,1,10.6,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.825,0,0,29,134.405
4498,15,61.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.6,0,0,16,73.44
4500,"5,172","16,939.66",36,185.155,34,178.11,37,248.56,31,154.28,44,267.57,27,236.13,30,148.355,42,275.56,35,209.01,28,195.82,32,182.671,54,441.28,32,183.56,37,232.74,36,181.902,34,175.035,38,209.765,37,252.615,49,333.745,33,279.135,25,165.685,25,172.155,48,380.215,27,208.465,6023,22437.18
4501,660,"2,049.56",4,26.12,3,10.42,9,35,3,12.44,6,68.355,2,9.2,5,25.2,3,17.32,4,16.26,5,28.31,7,39.13,6,46.48,3,19.225,3,15.715,3,11.82,5,20.97,8,41.93,2,11.14,4,19.815,6,41.095,4,19.71,0,0,6,37.57,1,6.36,762,2629.145
4502,"1,187","3,720.72",5,27.45,5,23.65,3,16.4,1,8.16,4,21.36,4,19.71,8,39.16,7,37.84,9,47.875,8,45.255,15,81.45,13,99.525,4,23.27,11,58.78,8,43.46,2,8.94,6,81.205,9,55.53,6,33.685,9,46.07,9,57.25,4,25.125,8,53.605,4,26.6,1349,4702.073
4503,"4,420","13,660.22",28,123.99,26,143.765,27,124.74,29,142.66,28,150.04,32,176.93,29,140.59,25,128.52,25,132.32,31,170.72,35,201.74,36,190.655,22,122.13,39,198.615,34,191.94,24,119.28,28,169.085,33,189.355,44,247.875,40,225.11,34,301.785,20,122.25,34,201.02,23,137.17,5146,17712.509
4504,"2,601","8,672.51",9,50.425,19,97.445,9,51.47,9,54.8,9,53.04,20,111.955,13,63.35,16,89.84,16,87.78,7,37.59,11,59.75,18,102.21,13,68.67,20,93.185,14,76.11,30,161.045,20,107.865,20,106.815,14,71.94,22,219.545,15,130.83,20,131.11,13,81.38,10,61.92,2968,10842.582
4505,"3,308","10,538.35",11,60.05,19,96.295,18,70.515,13,75.12,21,106.68,18,88.59,22,138.45,31,150.81,15,71.74,17,91.13,18,90.595,27,155.92,18,94.225,19,102.8,21,120.115,17,100.89,29,393.34,24,150.454,23,138.4,24,129.22,19,140.865,23,137.815,25,203.62,11,76.67,3791,13522.659
4506,"2,485","7,905.35",6,33.08,3,14.7,4,28.15,7,28.51,12,46.95,15,109.93,10,40.53,11,43.63,12,64.48,15,77.85,16,94.32,20,242.825,15,82.84,8,45.79,15,88.275,11,52.89,18,128.995,23,155.305,14,81.275,16,84.295,11,66.07,11,64.645,19,137.665,6,32.945,2783,9751.296
4507,"3,493","8,845.32",11,60.88,8,29.45,19,80.605,10,52.56,19,86.845,16,79.35,24,114.345,16,85.505,19,86.875,19,106.015,19,89.955,18,88.13,17,88.4,26,124.93,24,116.773,15,78.92,26,135.02,26,141.285,21,117.71,35,160.545,14,74.845,18,92.93,33,203.025,11,58.965,3957,11199.183
4508,"2,134","6,318.62",9,37.19,14,66.35,7,30.32,14,59.52,13,55.5,10,42.97,17,200.83,12,63.18,9,38.66,16,73.23,8,43.23,7,41,15,75.32,11,59.36,20,101.89,11,58.99,9,49.675,14,95.975,8,45.59,13,90.52,14,73.03,8,37.36,13,88.28,8,49.38,2414,7895.97
4509,"2,984","8,928.53",13,63.29,16,80.38,18,89.16,18,85.875,19,114.39,14,63.035,19,90.455,15,76.54,19,132.235,17,86.085,22,105.135,32,165.815,23,117.34,26,135.855,23,126.182,22,150.955,47,322.88,21,137.625,18,113.625,44,251.305,18,89.33,24,139.85,30,199.495,19,113.955,3521,11979.326
4510,"5,300","16,315.24",25,124.14,28,134.66,30,139.18,35,167.34,29,134.625,38,190.665,40,215.695,49,332.475,33,210.15,45,207.5,47,246.66,41,239.815,52,251.83,51,256.83,54,267.31,52,290.365,69,455.29,54,314.015,64,330.72,59,469.655,49,330.05,36,233.555,46,315.27,41,237.79,6367,22410.82
4511,"1,680","4,393.41",6,41.25,4,17.82,9,39.07,9,49.225,8,34.97,5,22.6,5,18.46,8,45.05,7,32.04,11,51.18,10,50.33,10,49.41,6,27.75,17,87.73,17,77.76,7,42.893,11,64.5,15,66.33,13,49.85,15,72.71,13,74.04,12,70.47,18,110.01,7,44.24,1923,5633.096
4512,524,"1,847.81",4,18.73,3,17.2,4,19.56,4,23.12,1,6.48,5,42.59,2,10.72,1,5.2,4,55.32,2,10.54,1,5.2,4,116.43,2,10.32,7,34.56,4,25.26,7,45.905,6,36.98,7,40.39,6,31.51,3,18.63,4,25.885,5,25.91,6,55.13,3,24.75,619,2554.133
4514,"1,085","3,619.55",4,15.32,10,71.635,7,31.1,7,36.18,5,27.455,6,38.22,3,15.92,5,33.12,7,29.38,5,21.72,7,39.18,7,42.67,6,30.28,2,9.81,6,36.385,5,32.18,12,69.895,8,57.87,9,63.2,9,60.835,14,76.125,4,23.955,9,54.505,2,9.84,1244,4546.334
4515,589,"1,954.32",6,31.645,3,12.12,7,33.75,2,8.04,5,25.06,5,24.25,3,17.06,3,15.88,2,12.36,6,27.33,3,14.16,2,11.44,4,17.84,5,27.36,5,21.495,3,21.46,2,12.18,5,20.225,5,25.155,6,27.77,5,29.095,1,5.22,2,27.66,4,24.9,683,2447.778
4516,721,"2,436.83",2,8,2,10,3,17.06,2,11.73,6,31.44,2,8.13,2,11.5,5,28.74,5,27.21,8,46.65,8,49.26,3,21.775,7,45.78,6,36.605,4,22.935,7,71.04,6,35.77,5,25.53,6,31.76,3,27.395,11,64.25,3,18.48,3,18.58,4,30.515,834,3136.965
4517,118,357.718,1,3,1,6,1,6,0,0,1,6,0,0,0,0,2,6.37,3,11.28,1,5.25,0,0,0,0,0,0,0,0,2,11.7,1,6.36,0,0,1,5.94,1,6.48,4,102.9,0,0,4,11.32,4,35.64,1,5.8,146,587.758
4518,822,"2,476.02",2,8.5,5,31.32,3,16.75,4,19.5,0,0,3,9.64,3,15.59,5,29.03,3,17.96,2,11.44,7,45.76,5,24.075,4,15.84,9,50.59,2,11.7,9,53.78,7,31.805,7,41.36,8,45.52,5,38.4,3,16.85,11,59.16,3,19.695,5,27.195,937,3117.479
4519,"1,207","3,545.63",6,33.34,8,38.71,8,44.725,8,30.09,10,45.67,7,36.29,11,38.965,7,34.4,8,32,11,51.84,10,57.22,10,53.59,9,57.24,14,72.035,10,103.9,6,27.87,9,45.15,12,62.065,12,65.9,12,62.99,7,36.995,17,114.6,7,35.51,5,29.93,1431,4756.657
4520,"2,033","7,077.84",8,42,13,72.31,14,83.785,10,68.77,8,42.725,10,65.97,19,103.82,10,57.19,12,79.05,14,81.63,14,84.465,15,84.885,15,102.495,9,60.61,13,87.47,22,154.982,18,122.506,17,156.849,17,196.27,16,120.835,12,69.375,11,89.925,16,141.635,6,47.2,2352,9294.592
4521,740,"2,597.23",4,19.84,11,46.685,5,18.74,5,22.78,8,30.96,3,16.44,2,9.95,7,23.39,4,21.81,5,31.015,4,19.555,11,59.68,4,21.56,6,34.63,3,28.965,7,46.15,3,17.74,3,9,8,38.525,8,54.11,3,14.395,4,29.31,5,57.04,0,0,863,3269.503
4550,648,"1,849.96",1,9,4,14.04,4,15.68,4,21,6,27.3,1,5,3,12.36,0,0,7,26.16,3,48.64,7,31.08,0,0,1,4,3,13.92,5,26.04,3,12.98,7,34.66,1,6.38,5,43.05,4,18.5,6,33.135,3,19.64,2,13.1,2,7.44,730,2293.06
4551,"8,061","21,163.11",30,172.19,31,130.845,35,157.02,51,226.025,47,210.52,51,256.25,41,188.83,48,244.165,44,217.365,53,296.6,55,301.56,64,392.385,31,148.61,46,234.48,56,289.465,47,276.74,46,248.32,46,236.843,53,377.405,65,350.355,46,235.74,49,286.15,47,253.785,32,182.88,9175,27077.635
4552,"1,686","5,482.66",12,41.28,8,36.61,17,130.995,10,31.19,7,35.32,10,36.52,15,66.1,12,49.1,12,55.31,14,66.704,12,49.795,16,75.13,5,32.2,7,46.84,10,51.49,11,52.67,12,51.855,15,86.11,12,56.515,15,94.74,11,73.475,5,40.72,12,63.235,7,41.4,1953,6847.965
4553,888,"2,806.04",3,14.5,6,40.34,4,31.5,12,58.84,6,29.97,8,42.675,6,41.68,5,23.3,7,39.12,5,16.96,5,25.97,8,48.8,6,71.4,5,30.275,9,49.23,7,43.98,4,24.04,11,56.425,2,12.86,15,99.885,11,63.65,3,26.38,10,64.97,5,33.76,1051,3796.549
